word,word_feature_264,word_feature_35,word_feature_292,word_feature_20,word_feature_12,word_feature_284,word_feature_165,word_feature_266,word_feature_139,word_feature_157,word_feature_281,word_feature_56,word_feature_294,word_feature_193,word_feature_162,word_feature_119,word_feature_118,word_feature_299,word_feature_236,word_feature_231,word_feature_221,word_feature_289,word_feature_223,word_feature_222,word_feature_163,word_feature_140,word_feature_11,word_feature_108,word_feature_42,word_feature_248,word_feature_16,word_feature_125,word_feature_152,word_feature_44,word_feature_107,word_feature_258,word_feature_275,word_feature_52,word_feature_124,word_feature_72,word_feature_195,word_feature_290,word_feature_297,word_feature_121,word_feature_126,word_feature_142,word_feature_155,word_feature_237,word_feature_138,word_feature_96,word_feature_296,word_feature_128,word_feature_235,word_feature_150,word_feature_242,word_feature_175,word_feature_33,word_feature_230,word_feature_254,word_feature_257,word_feature_76,word_feature_220,word_feature_226,word_feature_159,word_feature_212,word_feature_213,word_feature_172,word_feature_26,word_feature_168,word_feature_143,word_feature_67,word_feature_280,word_feature_190,word_feature_130,word_feature_80,word_feature_27,word_feature_86,word_feature_244,word_feature_63,word_feature_94,word_feature_300,word_feature_129,word_feature_277,word_feature_205,word_feature_176,word_feature_239,word_feature_291,word_feature_188,word_feature_65,word_feature_232,word_feature_214,word_feature_7,word_feature_110,word_feature_100,word_feature_144,word_feature_4,word_feature_167,word_feature_206,word_feature_216,word_feature_171
fight,-0.33592,0.080603,-0.16835,-0.19896,-0.69917,-0.096537,-0.17949,-0.4273,0.11748,-0.13767,0.30692,-0.55762,0.21359,0.29393,-0.34535,-0.019878,-0.13728,0.63868,0.14682,-0.53487,-0.11577,-0.19102,-0.12996,-0.68251,-0.30559,0.23159,0.04432,-0.066357,-0.33765,-0.35781,-0.009115,0.025774,0.23387,0.44968,0.56166,-0.19342,-0.28917,0.16988,-0.78846,0.41459,0.25987,0.025848,0.43825,0.34351,0.20058,-0.057717,0.10028,0.025826,0.03896,0.34909,-0.19048,-0.0394,-0.016163,0.28174,0.11114,0.026091,-0.11588,0.52235,0.17269,0.19183,-0.34272,0.069904,-0.10904,-0.788,0.13334,-0.22225,0.013307,-0.039413,0.35199,0.30385,0.20337,0.51065,-0.2726,-0.039838,-0.52138,0.11671,0.080512,0.040971,-0.42518,0.030949,-0.020531,-0.032343,-0.24256,-0.45405,0.4813,-0.054543,0.8733,0.23274,-0.50484,0.045921,0.25278,0.25785,-0.60485,0.005381,0.079332,0.25245,-0.30928,0.52247,-0.46512,0.44328
fish,-1.0252,-0.12318,0.092132,-0.49421,-0.2001,0.093202,0.039732,-0.012817,-0.53164,0.49035,-0.00045,-0.46561,-0.68797,-0.069586,-0.38793,-0.1558,-0.17762,0.34652,0.032165,0.15552,0.29757,-0.045353,0.62336,-0.1536,-0.36704,-0.051291,0.000631,0.087571,0.21048,-0.072934,-0.22844,-0.15529,-0.47963,0.004339,-0.15925,-0.086287,0.36138,-0.53343,0.21431,0.66561,-0.31335,0.72743,-0.31049,0.32972,0.35138,-0.090518,0.040344,-0.050189,0.194,-0.03133,0.01932,0.4479,-0.56246,-0.62024,-0.31738,-0.51458,0.12733,0.18795,0.23537,0.18924,0.007338,0.10281,-0.27143,0.16945,0.026374,0.71077,-0.049539,0.28818,0.22023,0.19298,-0.76743,0.25363,0.37581,0.068472,0.63238,-0.16163,0.16446,0.094327,0.78945,-0.41958,0.23724,0.070578,-0.66537,-0.18017,0.46434,0.1997,-0.48085,0.82229,-0.61296,-0.18471,0.51486,-0.4079,-0.18713,-0.47755,-0.80657,-0.38565,-0.92716,0.19652,-0.25957,0.2137
flow,0.19922,-0.22807,0.221,-0.25928,0.21565,-0.041612,0.23665,-0.08253,0.049395,-0.18929,0.60891,0.6122,0.089676,-0.043906,-0.57787,-0.34245,-0.090791,-0.29151,-0.42724,0.2866,0.25398,0.59042,0.52935,0.20446,0.46427,-0.2334,-0.12309,-0.23012,-0.77358,0.17398,-0.35197,0.14926,-0.33423,-0.0903,-0.38753,0.52052,0.027414,0.094526,-0.061095,0.33253,0.22933,0.26873,-0.51467,0.003428,-0.2619,-0.54331,-0.21688,0.11568,-0.010482,0.015975,-0.022382,-0.11217,-0.35693,0.44448,-0.35519,-0.1917,-0.33217,-0.34684,0.26895,-0.25905,-0.43116,-0.54105,0.23357,-0.20471,0.019814,-0.057212,-0.27007,0.31452,-0.92442,0.068374,0.32333,0.14,0.048567,0.20979,0.52762,0.006823,-0.19487,-0.36846,-0.40478,0.095282,0.13552,-0.557,-0.42728,-0.34507,-0.010112,0.035097,-0.31088,-0.53265,-0.096808,0.52486,-0.001004,0.051114,-0.43561,-0.31001,0.44328,0.003343,0.040242,-0.17103,-0.008552,0.15601
food,-0.28867,-0.13523,0.41842,-1.0502,-0.10333,0.68215,-0.096015,-0.088649,-0.15448,0.50846,-0.13142,-0.60827,-0.25877,0.4296,-0.1344,-0.56093,-0.51172,0.38628,0.012899,0.09601,0.45043,0.49685,0.035173,0.22522,0.11577,-0.43182,-0.34782,-0.21522,0.63433,-0.5214,0.065669,0.041609,0.29897,-0.43902,-0.62473,-0.10108,0.1933,-0.39901,0.067689,0.33418,-0.29556,0.88698,0.21905,-0.073708,0.099119,0.62379,-0.11743,-0.19101,0.47171,-0.12975,-0.29817,0.26886,0.073916,0.52787,-0.64529,0.14139,-0.29967,0.33199,-0.30072,0.09504,0.080957,0.3173,-0.085047,-0.21777,0.53754,0.12562,0.022776,-0.44157,0.22536,-0.3504,-0.16329,0.071209,0.31379,0.36635,0.50856,-0.10313,0.42135,-0.14439,0.47415,-0.23554,0.378,-0.056066,0.10908,-0.59959,0.50741,0.004443,0.47428,0.11,-0.070523,0.068428,0.14643,-0.19538,-0.23209,-0.73792,-0.21231,-0.38246,-0.53263,0.43269,-0.62432,-0.14484
garbage,-0.30512,0.36389,-0.14904,-0.17888,-0.28691,0.57989,-0.31421,0.62152,0.38676,-0.2269,-0.073707,0.2064,0.22954,0.10818,0.027726,-0.2317,0.29289,-0.26113,-0.4253,0.77494,0.58325,0.10745,0.13539,-0.23895,-0.048368,-0.86931,0.37889,-0.31094,-0.18931,-0.39455,0.017466,0.14981,-0.1552,-0.74143,-0.30525,0.13102,0.083424,-0.48731,-0.22474,0.34504,-0.31739,-0.017217,0.46383,0.33055,-0.25486,0.30379,-0.22511,0.27798,0.47931,0.62487,-0.51567,0.13305,-0.006911,0.21923,-0.47973,0.10825,0.14633,-0.33809,0.43924,-0.15686,0.11019,0.42261,0.2365,-0.15817,-0.03575,-0.13228,-0.45466,-0.6324,-0.23281,-0.38356,0.14634,0.004295,-0.55782,0.15558,-0.32966,-0.27017,-0.069246,-0.114,0.16778,0.51983,-0.070941,0.13414,0.060093,-0.53769,0.87782,-0.44356,0.59003,-0.006535,-0.59072,-0.27362,-0.27086,0.16455,0.075579,0.11492,-0.38823,-0.29205,0.24934,0.239,-0.097392,-0.010699
gold,-0.019287,0.006629,-0.36995,0.077486,-0.36052,0.2598,-0.61268,0.2743,0.23024,0.16545,0.057892,0.35226,-0.10758,-0.019559,0.22983,0.41539,0.031953,0.16428,0.60152,0.52361,-0.12032,0.35802,0.1619,0.4596,0.029849,-0.06668,-0.088985,0.075894,-0.093854,-0.7808,0.19961,-0.56526,-0.086142,0.14418,0.30536,0.23291,0.19325,-0.1504,-0.070896,0.35593,0.60639,-0.015719,-0.65073,-0.1789,-0.35275,-0.081387,0.14061,-0.061515,0.75882,0.71638,0.15816,0.35167,-0.69171,0.41629,0.77265,0.048168,-0.072987,-0.16871,-0.14683,-0.88601,0.54916,-0.013144,0.002157,0.42998,0.045369,-0.13131,1.2773,0.52963,-0.11636,-0.68325,0.39226,0.007734,0.25783,-0.2395,0.38896,-0.18788,0.33725,0.76245,0.40479,-0.18817,-0.20791,-0.56796,0.013597,0.070936,-0.98611,-0.18593,0.4368,-0.22839,0.71236,0.20213,-0.027934,-0.43528,0.14748,0.005629,-1.1147,-0.44065,-0.034853,-0.50285,0.098535,-0.29484
great,0.3773,-0.47936,-0.31954,-0.014029,-0.023053,0.063524,0.017683,0.017527,0.14899,0.65764,0.036548,0.092286,-0.15122,-0.003732,-0.30822,-0.083439,-0.32539,-0.38685,0.10496,0.32193,-0.08481,-0.55237,0.18221,0.27131,-0.20214,-0.13201,-0.049943,0.17421,0.20962,-0.41804,0.30578,0.33529,0.083775,-0.26897,0.022942,-0.2089,0.24146,0.16002,0.17784,-0.25555,-0.11691,0.49244,-0.1513,0.30272,-0.44433,-0.12421,0.066466,0.20825,-0.1687,-0.55891,-0.033605,0.20593,-0.2379,0.085903,0.077198,-0.056502,-0.063546,0.079175,0.048002,-0.46444,0.24759,-0.12609,-0.23219,-0.17131,0.35642,-0.28477,-0.38392,-0.10874,0.058558,0.18022,0.27336,0.038477,-0.48241,0.25137,-0.05397,0.21731,0.56921,-0.1435,0.058324,-0.24015,0.40993,0.45963,0.11528,-0.41769,0.17487,0.24606,0.10959,-0.24081,0.2847,-0.10237,-0.31908,-0.054341,-0.08697,-0.096213,-0.01304,-0.002701,-0.031702,0.47675,0.038861,-0.12737
gun,0.17322,-0.2334,0.32193,0.26167,-0.30226,0.010837,-0.38029,0.1807,-0.54835,-0.15308,0.80521,-0.38908,-0.7176,0.040971,-0.13527,-0.091117,-0.24169,-0.20015,0.398,0.12253,-0.35439,-0.44407,-0.004454,-0.19394,0.22152,0.030852,0.28395,0.20642,-0.36022,0.2329,0.44482,-0.19201,0.137,0.094573,-0.038209,-0.36558,0.41939,-0.15527,0.004229,-0.032774,0.33524,-0.099407,0.58782,-0.40359,0.68876,-0.084406,0.25998,-0.50787,-0.17736,-0.096988,-0.55567,0.43833,0.072992,0.039809,-0.33597,-0.049916,-0.37612,0.083163,-0.26528,-0.31274,0.54736,0.028344,-0.53511,-0.13807,-0.48041,0.1385,0.28788,-0.17418,-0.13893,-0.58686,-0.07489,-0.10499,-0.44808,-0.64168,-0.44317,0.10332,0.089219,0.33522,-0.25679,-0.49151,-0.053187,-0.083027,0.028938,-0.18091,0.54067,-0.25154,0.37161,0.33062,-0.34324,-0.15497,0.43313,0.27786,0.46066,0.54061,0.55506,0.36113,0.021565,0.25625,-0.3971,0.11372
hair,-0.60767,0.22888,-0.25536,0.032583,-0.78393,0.71417,0.74093,0.69604,1.1352,0.023617,-0.20477,-0.37753,0.063832,0.032578,-0.46745,0.50031,-0.36394,-0.10606,0.7333,-1.0014,-0.18945,-0.092534,-0.44593,0.61456,0.029159,0.46948,1.0641,0.13785,-0.19234,-0.85641,0.17782,-0.70184,-0.046243,0.39032,0.16792,0.69642,-0.17357,0.15716,-0.58512,0.22444,0.24742,0.44379,-0.022353,0.020781,-0.048969,-0.41043,-0.20777,0.54398,-0.77019,0.2703,-0.15987,-0.29548,0.1479,0.001569,-0.11359,0.50644,0.37095,-0.31443,0.66786,-0.66188,-0.061972,0.29882,-0.20428,-0.75301,0.080642,0.086699,0.62738,-0.48591,0.52048,-0.69245,0.1483,0.092494,0.87061,0.13898,-0.10195,0.21856,-0.53688,0.26286,0.45824,0.061182,0.45926,0.39602,-0.35167,-0.18208,0.2782,-0.30217,0.52415,-0.012918,0.18159,0.011671,-0.25881,-0.19427,0.49383,-0.45438,0.21668,0.044191,0.13583,-0.076789,-0.44639,-0.47446
help,-0.12753,0.57751,0.060092,0.17251,-0.2056,0.22139,0.36183,0.078722,-0.014196,-0.083433,-0.048027,-0.25319,-0.071987,0.28981,-0.37741,0.26019,-0.13666,-0.66277,-0.05122,-0.14034,0.085492,0.15715,-0.034364,0.33248,-0.82327,-0.033256,0.028,-0.12293,0.11493,-0.17779,-0.061895,0.18626,0.15621,-0.12208,0.43362,0.098345,0.11577,0.18866,-0.14132,0.12086,-0.34034,0.023801,0.2571,0.45678,-0.38854,-0.17615,0.19744,0.054877,-0.14896,0.12825,-0.040836,-0.29187,-0.2784,-0.22561,0.57305,-0.056511,0.15063,0.189,0.29538,0.43782,0.16018,0.027406,-0.29296,0.094035,0.42601,-0.079086,-0.24944,-0.13427,-0.21334,0.52491,0.15947,0.34515,0.021492,-0.042312,0.28914,0.25843,-0.68719,-0.3664,-0.44171,0.41383,0.62801,-0.27229,0.017989,-0.097637,0.17354,-0.4258,-0.040379,-0.054015,-0.12358,0.16231,-0.34521,-0.21902,0.14133,0.3698,0.57967,-0.081353,-0.00277,0.12905,-0.40779,0.019765
hurting,-0.28913,-0.30287,-0.15039,0.34982,-0.099443,0.033786,-0.30716,0.38596,-0.18912,-0.11771,0.49272,-0.1272,0.6198,-0.14498,0.021107,-0.30074,-0.36347,0.29958,-0.041159,-0.71943,0.023622,-0.10092,0.39422,-0.073551,-0.71859,-0.10692,-0.10494,0.04405,0.057547,-0.34932,0.42117,-0.28227,0.10393,-0.42749,0.33817,0.17851,0.074181,-0.32484,-0.29627,0.029196,-0.32248,0.24211,0.31851,0.39773,-0.27627,-0.50137,0.021834,-0.21387,0.28606,0.1194,-0.29509,-0.63444,-0.51805,-0.086009,0.14171,-0.17987,0.027669,0.057397,0.25978,0.46619,-0.44488,-0.18393,-0.14102,-0.04783,0.29241,-0.094733,-0.22901,-0.084958,0.33541,0.45764,0.15297,-0.61779,0.75166,-0.016305,-0.17476,0.15233,-0.40859,-0.2016,-0.66157,-0.056326,0.22784,0.63362,0.28527,-0.4518,-0.12676,-0.62805,-0.029523,-0.14841,-0.14117,0.33891,-0.16647,-0.047051,-0.000336,0.41776,-0.042445,-0.38664,-0.16897,0.25199,-0.29522,0.08619
ignorance,0.055406,0.15733,-0.35926,-0.3185,0.076868,0.18032,-0.68223,0.23446,-0.12246,0.30175,0.078153,-0.040116,0.16769,0.61412,0.14544,0.23974,-0.68204,0.35571,-0.24645,-0.76891,-0.11619,-0.00777,-0.004893,0.38951,-0.016097,-0.87936,-0.20646,0.27828,-1.0692,-0.3055,0.44583,-0.039256,0.14476,-0.29887,-0.095881,-0.24306,0.3869,0.33768,0.089232,0.50119,0.14802,-0.051198,-0.036065,-0.12492,0.061588,0.037041,0.11621,0.54364,0.37173,-0.11085,-0.060827,0.19349,0.53343,-0.24208,-0.036201,-0.12939,0.25908,0.10958,0.25545,0.053897,0.078971,-0.37179,0.3978,0.027125,-0.29099,-0.13657,-0.12567,-0.20661,0.8831,-0.32817,-0.34706,0.29285,-0.28504,0.10363,0.2064,0.34516,-0.20088,-0.57425,0.009244,0.65897,0.37076,0.49469,-0.452,0.67336,-0.27525,-0.21786,-0.54169,0.05306,-0.20405,0.024201,-0.16432,0.15116,0.18133,0.1103,-0.10728,0.25678,-0.089224,0.11731,-0.10497,0.1376
illness,-0.0661,-0.13142,0.45827,-0.56637,0.3794,-0.086158,-0.12289,0.036608,-0.45979,0.2335,-0.37598,0.018272,0.6321,0.008304,0.053088,0.64167,-0.004185,0.54991,-0.55315,0.007788,-0.2408,-0.47662,0.02442,0.32836,-0.16515,-0.025522,0.41128,-0.16956,0.13154,-0.56487,-0.1834,-0.47499,-0.44389,-0.052098,-0.57397,-0.49922,-0.23372,0.20591,0.090282,0.14272,0.12949,0.39513,0.13187,0.66289,0.27382,0.46214,0.10005,0.036021,0.007299,0.20506,-0.014846,0.28705,0.12795,-0.15591,0.23668,-0.42604,0.2684,0.46484,-0.23748,0.04097,-0.25067,-0.25729,0.32613,0.39963,1.1445,-0.1285,-0.27929,-0.017228,0.092413,0.36574,0.086941,0.37863,-0.15524,0.13547,-0.37167,0.78485,-0.25033,-0.52124,-0.099944,0.78355,-0.087632,0.19062,-0.69949,-0.20317,0.13057,-0.51588,-0.12042,-0.066862,-0.44167,0.48268,-0.16026,-0.20805,0.36281,0.15415,0.01248,0.3048,0.027704,-0.000595,-0.13282,-0.44085
impress,0.044821,0.15251,-0.23043,0.17525,-0.22685,0.25128,-0.059518,-0.26653,-0.3602,-0.072482,0.3697,-0.39609,0.10831,-0.1368,-0.40924,-0.35776,-0.49539,-0.75775,-0.20016,-0.23608,-0.1484,-0.55807,-0.19834,0.28323,-0.23315,-0.15538,0.01184,0.096622,-0.11467,-0.007039,0.32729,0.3973,0.19395,-0.26758,0.17246,-0.14517,0.37298,0.17819,-0.028773,0.14991,0.095255,0.29499,0.3564,-0.16806,-0.43056,-0.3283,0.28204,0.49411,0.070837,0.16749,-0.010199,-0.40883,-0.15277,-0.20735,0.03598,0.14343,-0.34132,0.55692,0.43732,0.11878,-0.13047,0.54688,0.26399,-0.29245,0.34488,0.085789,0.16972,-0.015071,0.41341,-0.51659,0.03429,0.083233,-0.098076,-0.087874,0.35887,-0.29648,0.25908,-0.57335,-0.23868,0.29292,0.374,0.043663,-0.031763,0.29156,-0.039912,-0.083101,-0.032139,-0.27862,0.079818,0.24743,-0.055674,0.38359,0.22779,-0.13453,0.18759,-0.62416,0.35419,-0.2613,0.36219,0.4073
invention,0.22112,-0.49491,-0.29525,0.20957,-0.065548,0.13645,0.47671,-0.23666,-0.030585,-0.30579,0.007045,0.625,-0.21407,0.49946,-0.41011,0.32071,0.1037,0.10053,-0.61208,0.91472,0.4042,0.35222,-0.23351,0.43441,-0.087853,-0.19618,-0.27069,0.15337,-0.15924,0.16586,0.27549,0.13692,-0.32486,0.089861,-0.085963,-0.19444,0.85536,0.86307,0.66919,-0.042617,-0.37882,-0.40017,0.27285,-0.50439,-0.68813,0.55717,-0.009377,0.26234,-0.38287,-0.055242,-0.39141,0.13798,0.60311,0.28336,-0.77885,0.28294,-0.35958,0.099808,-0.036513,-0.28099,-0.075826,-0.099561,-0.2807,-0.49196,-0.15516,-0.045695,-0.11155,-0.011406,-0.29524,0.00771,-0.092618,-0.63418,-0.33988,-0.14488,-0.32398,-0.081433,-0.60377,-0.46915,0.97346,0.71523,-0.34089,0.15004,-0.36689,-0.077023,0.33896,0.58522,-0.5925,-0.45857,-0.11808,0.2603,-0.22293,0.28805,-0.69658,-0.064887,-0.03133,0.19413,0.034705,-0.002472,-0.12858,0.062809
investigation,0.1773,-0.19481,0.54409,0.16669,0.25296,0.65402,-0.073789,-0.1232,-0.30213,-0.022698,0.3293,0.64221,-0.38058,-0.24509,-0.031338,0.013536,0.29627,-0.67213,-0.027777,0.028745,0.009906,-0.15012,0.33152,-0.021835,0.48288,-0.30978,0.54107,-0.26054,0.62503,0.088567,-0.48315,-0.15354,0.30712,0.23973,-0.12992,-0.3171,0.098458,0.12906,-0.10351,-0.20686,0.34503,0.09345,0.06956,0.53673,0.51253,0.32223,0.009295,0.15542,-0.11812,-0.47575,-0.23457,-0.40503,0.33102,-0.34958,-0.66212,-0.63215,0.19139,0.45131,-0.15573,0.42292,-0.17301,-0.077583,0.67731,0.08393,-0.76002,0.41341,0.46066,0.18796,-0.37452,-0.0875,0.064976,-0.048695,-0.054572,-0.28004,-0.20614,0.50955,-0.14089,-0.21947,-0.17158,0.46268,-0.023226,-0.25215,-0.45997,-0.51155,0.031413,-0.22286,0.16554,0.015071,-0.23148,-0.2971,0.42894,0.01923,-0.037879,-0.61476,-0.53609,0.12761,-0.27305,0.19985,-0.21294,-0.040282
invisible,-0.35957,-0.42884,0.36352,0.12245,0.18913,-0.23343,0.28322,0.46535,0.067745,-0.3028,-0.03356,0.17684,0.37705,0.019921,0.38726,0.31903,0.15813,0.4632,0.092118,0.087431,-0.074066,0.13474,0.22228,0.37988,-0.67273,0.46221,0.21596,0.20554,-1.0942,-0.051011,0.37912,0.20947,0.034247,-0.087865,-0.002596,0.48446,0.13124,-0.21647,0.2958,0.076424,0.67751,0.12078,-0.32064,-0.31962,-0.097362,0.31346,0.33141,0.49606,0.52666,0.25689,0.51909,0.003976,-0.36279,0.030105,0.10513,0.07122,-0.64071,0.14564,0.27166,-0.17203,-0.48702,0.15478,-0.48304,0.055084,0.40586,0.035442,0.72841,-0.084525,-0.35685,0.073023,0.35059,0.44639,-0.32005,-0.025547,-0.34928,0.061436,-0.044394,-0.15254,-0.18911,0.44771,0.29145,0.32846,-0.13716,-0.12995,0.39255,0.053301,0.38673,-0.01189,0.03187,0.3874,-0.085027,-0.21765,-0.049529,0.3464,0.22592,0.73043,0.001233,0.22738,0.15438,-0.29598
job,0.24697,-0.27736,-0.31905,-0.085408,0.082748,0.43914,-0.40652,0.10184,-0.11655,-0.46467,0.27156,-0.33245,0.066473,-0.72698,-0.18541,0.18905,0.25786,-0.42794,-0.22491,-0.12032,-0.045623,-0.1846,0.41061,0.59199,-0.27789,-0.095373,-0.38546,0.33979,0.21464,0.083799,0.060057,-0.11039,0.45007,-0.16155,-0.043695,-0.27515,0.3192,0.25396,-0.20844,-0.81088,-0.16966,0.036773,0.14685,0.49315,0.3646,-0.27347,-0.10124,0.18406,0.43563,0.19886,0.079966,-0.40247,0.23719,-0.48604,0.51513,-0.77874,-0.069979,0.22756,0.3988,0.32734,-0.13851,-0.48312,0.18593,-0.10042,-0.46169,-0.25514,0.002573,-0.38376,0.010241,-0.016032,0.4536,-0.83956,0.12685,-0.30616,-0.4327,-0.21454,-0.039155,0.14083,0.13105,-0.089223,-0.35029,0.23926,0.19463,-0.06221,0.74292,0.22805,0.31856,-0.048721,0.27555,-0.060505,-0.13832,0.083741,-0.099722,0.65344,-0.32588,-0.21087,-0.016853,0.26904,0.075824,-0.5861
jungle,0.22191,-0.16277,0.16539,0.18966,-0.056036,0.35447,-0.34576,0.19779,-0.15327,0.45593,-0.56537,-0.1672,-0.097248,-0.21308,-0.093446,-0.14982,-0.37039,0.20597,-0.40741,-0.19555,0.12015,0.022144,0.28506,0.032869,-0.19012,-0.40061,0.24549,0.052782,0.069965,-0.33413,0.020284,0.26128,-0.50273,0.047367,0.097348,-0.25122,-0.13121,-0.91713,-0.5346,0.75364,0.24421,-0.41758,-0.0907,-0.34884,-0.14483,-0.81483,-0.31473,-0.21295,-0.23359,0.1969,-0.18088,0.28284,-0.21454,-0.50081,0.095571,0.39028,-0.12938,-0.24798,0.4226,0.063116,-0.24539,-0.73029,0.86449,-0.081585,0.07044,0.56854,0.34706,-0.26954,-0.18233,0.27755,0.33243,0.61367,-0.33241,0.44356,-0.64875,-0.47425,0.34872,-0.24314,0.32301,-0.27718,0.44978,0.047023,-0.35182,-0.59641,0.066239,0.53007,0.67688,-0.014997,-0.18622,-0.19003,-0.13911,-0.58065,-0.08473,-0.17421,0.34437,-0.044486,-0.45248,0.73885,0.10289,0.73226
kindness,0.4277,-0.44658,0.52994,-0.076774,0.28657,-0.23384,-0.52074,-0.50004,-0.095956,0.21254,-0.19503,0.085832,-0.10836,0.16677,-0.1256,0.17016,-0.070158,-0.18471,-0.11307,-0.55081,-0.083401,0.002998,-0.25369,0.6753,-0.71511,-0.11606,-0.42663,0.066422,-0.1629,-0.3488,-0.23516,-0.011223,0.019807,-1.0128,0.27373,-0.59046,-0.12642,-0.13412,0.36476,0.32758,0.34893,0.28851,0.26114,0.27853,-0.33694,0.22039,0.30672,0.2187,0.39036,-0.098657,0.24114,0.013756,0.48543,-0.098931,0.20593,0.14614,0.23408,-0.032397,0.51282,-0.19559,0.14801,-0.2198,0.49294,-0.31487,0.4962,0.087082,-0.52775,0.68636,-0.15394,0.27219,0.25685,0.16353,-0.13034,-0.25456,0.32722,-0.3455,0.87693,-0.74477,0.30083,0.65303,0.59923,0.44897,-0.50686,-0.68031,0.16346,0.19364,0.21427,-0.48874,0.23207,0.22197,-0.54406,0.37993,0.21201,-0.36677,0.25458,0.090216,-0.10962,-0.1428,-0.64354,0.095528
king,0.2377,0.12668,0.21345,0.035203,-0.076524,-0.37061,-0.035582,-0.63953,0.074103,-0.082181,0.15852,0.31285,0.14988,0.13846,0.37652,0.24434,0.46068,0.37728,0.40498,0.32571,-0.31501,-0.25154,0.45967,0.25092,0.18721,-0.028801,0.13056,-0.13024,0.13888,-0.23841,0.14904,0.1017,-0.13963,-0.47464,0.009585,-0.34184,0.52558,-0.025717,-0.53881,0.35383,-0.11168,0.16874,-0.20419,-0.16961,-0.053894,-0.30829,0.13954,-0.10397,0.061273,-0.40285,-0.19024,0.6755,-0.4868,0.017981,0.24976,0.71103,0.22423,0.23349,-0.46639,0.34568,-0.078587,-0.001305,-0.63527,-0.34771,-0.7949,0.27395,-0.23912,-0.14604,0.07177,-0.27531,0.24343,0.40829,-0.009206,-0.22452,0.028043,-0.11553,0.29856,0.096184,-0.16461,0.20254,0.45539,-0.12577,0.2923,-0.52642,0.24037,-0.31137,0.30766,0.15862,0.38466,-0.36987,0.47993,0.083865,-0.10397,-0.24183,-0.62882,-0.19903,-0.21375,-0.11482,0.10101,0.23606
lady,0.22015,-0.017804,-0.14002,0.40948,-0.075968,0.29553,-0.33133,-0.18321,0.14693,-0.009924,0.3145,0.087913,0.48979,-0.006043,-0.11721,0.5265,-0.58579,0.28959,0.73844,-0.37095,-0.084497,-0.22437,-0.66403,0.45772,0.33736,0.37778,-0.11073,0.23685,-0.7375,0.037082,-0.19581,0.048604,-0.12708,0.092984,-0.61124,-0.64588,0.19897,0.053779,0.19105,0.20634,0.03793,0.053973,0.11501,-0.24733,-0.5878,-0.21367,-0.38168,-0.28371,-0.14899,-0.07295,-0.30952,-0.053265,-0.35446,-0.4859,0.2504,-0.13533,0.54478,-0.15388,0.30476,-0.3417,-0.088174,0.71525,-0.018036,-0.35356,-0.1782,0.21815,0.44876,-0.42739,0.034601,0.20523,0.026505,-0.069604,0.36416,-0.23732,0.031916,0.2814,-0.088357,0.49066,0.35586,0.54119,-0.28101,0.10962,-0.041316,-0.60316,0.60099,0.27439,0.28879,-0.20893,-0.098888,0.16002,-0.2717,-0.34384,0.39225,0.19206,-0.22224,0.033473,0.21404,-0.40653,0.28545,-0.13739
land,-0.19992,-0.16234,-0.40059,-0.044572,0.26878,-0.20413,-0.1189,-0.30479,0.038083,0.30102,-0.10314,-0.00983,-0.11106,-0.020007,0.09558,0.24799,-0.067363,0.35345,-0.43613,0.036943,0.70351,-0.19195,0.7435,0.43473,0.16937,-0.58936,0.17506,0.6833,0.057129,-0.48815,0.66897,0.28881,0.24597,0.27721,0.62972,-0.3017,0.024899,-0.48077,0.10588,0.036061,-0.069,-0.24907,-0.004257,-0.14241,0.29051,-0.52563,-0.6623,-0.46773,0.17441,-0.23557,-0.086915,0.044872,-0.070437,0.56452,0.18761,0.11575,-0.38851,-0.41003,-0.37657,0.24592,0.52811,0.26128,0.26101,0.32482,-0.43938,0.055144,0.106,0.44547,-0.27516,0.42232,-0.12175,-0.072888,-0.27097,-0.65955,0.67402,-0.79497,-0.058979,0.22966,0.68389,0.11965,-0.10529,0.15153,-0.17206,-0.16593,0.61812,-0.36629,-0.36293,0.20391,0.37252,-0.12224,-0.036742,-0.28242,-0.10823,-0.60951,0.32475,-0.28596,-0.62162,0.053069,-0.46362,0.62218
laugh,-0.38551,-0.082273,0.20986,0.51082,-0.49608,-0.39222,0.10446,-0.093129,0.060703,-0.005661,-0.13216,0.041627,0.040353,-0.46196,0.2797,-0.10065,0.33716,-0.56305,0.002133,-0.57855,0.21667,-0.13922,0.21052,-0.38936,-0.349,0.13185,-0.47516,0.19047,-0.67443,-0.50759,0.11763,-0.25654,0.2444,0.12349,-0.10685,-0.079399,0.28909,-0.24143,0.46442,0.34703,0.29637,0.71803,0.53189,0.35683,-0.36516,-0.00304,-0.21468,0.006446,0.61073,0.23125,0.23915,-0.54028,-0.036861,0.11624,-0.085693,0.13592,0.029697,0.14108,0.038051,0.20653,0.32988,0.020719,0.18575,0.056351,0.62755,0.21737,-0.34682,-0.12603,-0.027857,-0.12896,-0.095088,-0.074989,0.099086,0.57917,-0.030599,0.094026,0.20336,-0.092673,-0.53961,0.18782,0.4328,-0.09826,-0.34191,-0.0711,-0.37573,-0.45454,-0.24582,-0.15887,0.19848,0.18848,-0.1088,0.26384,0.053094,-0.17196,-0.034207,-0.14671,0.45276,0.58849,-0.25899,0.29378
